YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,4,28,2,DL,1902,N916DL,LGA,PBI,1445,1455,10,43,1538,189,191,145,1035,1803,3,1754,1806,12,0,0,,,,,,
2015,4,29,3,B6,712,N562JB,LAS,JFK,2107,2101,-6,13,2114,288,294,277,2248,0451,4,0455,0455,0,0,0,,,,,,
2015,4,3,5,US,1960,N121UW,CLT,BWI,0945,0944,-1,21,1005,89,86,59,361,1104,6,1114,1110,-4,0,0,,,,,,
2015,4,3,5,US,566,N521UW,PHX,MCO,1215,1214,-1,16,1230,244,223,202,1849,1852,5,1919,1857,-22,0,0,,,,,,
2015,4,30,4,DL,1266,N932DL,BUF,ATL,0600,0557,-3,9,0606,125,114,100,712,0746,5,0805,0751,-14,0,0,,,,,,
2015,4,30,4,OO,4440,N820SK,MSP,STL,1300,1257,-3,17,1314,94,79,59,448,1413,3,1434,1416,-18,0,0,,,,,,
2015,4,4,6,EV,5022,N883AS,ATL,ILM,2202,2159,-3,14,2213,75,69,51,377,2304,4,2317,2308,-9,0,0,,,,,,
2015,4,4,6,OO,7416,N463SW,MSP,RHI,1552,1544,-8,14,1558,60,55,35,190,1633,6,1652,1639,-13,0,0,,,,,,
2015,4,5,7,DL,1117,N583NW,MSP,SEA,1335,1433,58,11,1444,211,217,199,1399,1603,7,1506,1610,64,0,0,,6,0,58,0,0
2015,4,5,7,WN,209,N467WN,ICT,MDW,0945,0940,-5,7,0947,105,88,75,589,1102,6,1130,1108,-22,0,0,,,,,,
2015,4,5,7,WN,211,N700GS,BWI,DAY,2155,2153,-2,12,2205,90,85,68,406,2313,5,2325,2318,-7,0,0,,,,,,
2015,4,5,7,WN,565,N772SW,PHL,LAS,1130,1124,-6,13,1137,340,352,335,2176,1412,4,1410,1416,6,0,0,,,,,,
2015,4,6,1,DL,1689,N822DN,SFO,SLC,1805,1758,-7,12,1810,109,92,74,599,2024,6,2054,2030,-24,0,0,,,,,,
2015,4,6,1,OO,4727,N607SK,SEA,SJC,1039,1058,19,28,1126,121,134,102,697,1308,4,1240,1312,32,0,0,,13,0,12,7,0
2015,4,6,1,OO,5244,N789SK,SLC,IAH,0814,0805,-9,18,0823,176,193,169,1195,1212,6,1210,1218,8,0,0,,,,,,
2015,4,7,2,DL,1623,N906DL,CVG,BOS,1955,1950,-5,12,2002,125,122,100,752,2142,10,2200,2152,-8,0,0,,,,,,
2015,4,7,2,UA,12,,BUF,ORD,1722,,,,,108,,,473,,,1810,,,0,1,A,,,,,
2015,4,7,2,US,1729,N580UW,CLT,MCO,1120,1123,3,14,1137,95,84,64,468,1241,6,1255,1247,-8,0,0,,,,,,
2015,4,8,3,OO,4643,N820SK,LGB,SLC,0700,0656,-4,12,0708,115,101,82,588,0930,7,0955,0937,-18,0,0,,,,,,
2015,4,9,4,AA,2203,N3HPAA,MIA,LAS,2105,2102,-3,14,2116,327,315,295,2174,2311,6,2332,2317,-15,0,0,,,,,,
2015,4,9,4,DL,2223,N920DN,MSP,ORD,1304,1617,193,21,1638,78,168,68,334,1746,79,1422,1905,283,0,0,,283,0,0,0,0
2015,5,1,5,MQ,3296,N942MQ,LAW,DFW,1830,1821,-9,14,1835,50,57,28,140,1903,15,1920,1918,-2,0,0,,,,,,
2015,5,1,5,OO,4494,N8828D,ATL,FWA,1351,1348,-3,22,1410,101,107,81,508,1531,4,1532,1535,3,0,0,,,,,,
2015,5,1,5,UA,1057,N38459,DEN,SFO,1910,1919,9,10,1929,161,143,126,967,2035,7,2051,2042,-9,0,0,,,,,,
2015,5,10,7,OO,5634,N932SW,SFO,RNO,1821,1817,-4,18,1835,64,57,33,192,1908,6,1925,1914,-11,0,0,,,,,,
2015,5,11,1,WN,980,N386SW,LAX,DEN,1610,1711,61,11,1722,140,,,862,2327,6,1930,2333,,1,0,,,,,,
2015,5,12,2,EV,4923,N844AS,ATL,CHA,2258,2252,-6,12,2304,41,35,21,106,2325,2,2339,2327,-12,0,0,,,,,,
2015,5,12,2,MQ,3242,N513MQ,DFW,TUL,1415,1503,48,11,1514,67,57,44,237,1558,2,1522,1600,38,0,0,,0,0,0,38,0
2015,5,12,2,OO,5192,N780SK,DFW,DEN,2017,2017,0,20,2037,131,128,100,641,2117,8,2128,2125,-3,0,0,,,,,,
2015,5,13,3,AA,2333,N568AA,DFW,ORF,1825,1854,29,11,1905,182,165,151,1212,2236,3,2227,2239,12,0,0,,,,,,
2015,5,13,3,AA,356,N3CKAA,DFW,JFK,1825,1826,1,14,1840,228,201,180,1391,2240,7,2313,2247,-26,0,0,,,,,,
2015,5,13,3,B6,813,N633JB,HPN,FLL,1547,1538,-9,10,1548,180,161,146,1097,1814,5,1847,1819,-28,0,0,,,,,,
2015,5,13,3,MQ,3669,N542MQ,ORD,MDT,0845,0843,-2,17,0900,107,93,71,594,1111,5,1132,1116,-16,0,0,,,,,,
2015,5,13,3,WN,2240,N7725A,IND,DCA,0750,0745,-5,11,0756,95,87,71,500,0907,5,0925,0912,-13,0,0,,,,,,
2015,5,14,4,DL,1527,N623DL,FLL,ATL,1845,1842,-3,12,1854,124,97,79,581,2013,6,2049,2019,-30,0,0,,,,,,
2015,5,14,4,MQ,3494,N845MQ,DAY,LGA,1625,1626,1,16,1642,110,104,84,549,1806,4,1815,1810,-5,0,0,,,,,,
2015,5,16,6,UA,1131,N68805,LAX,SFO,1923,1925,2,17,1942,82,76,53,337,2035,6,2045,2041,-4,0,0,,,,,,
2015,5,16,6,WN,2801,N765SW,BNA,MCI,1455,1505,10,8,1513,95,86,71,491,1624,7,1630,1631,1,0,0,,,,,,
2015,5,17,7,AA,317,N3BHAA,LGA,ORD,0830,0856,26,15,0911,160,129,105,733,0956,9,1010,1005,-5,0,0,,,,,,
2015,5,17,7,DL,1730,N925DL,ATL,ORF,1735,1741,6,27,1808,103,104,73,516,1921,4,1918,1925,7,0,0,,,,,,
2015,5,17,7,DL,541,N3762Y,LAS,JFK,2210,2207,-3,14,2221,299,282,264,2248,0545,4,0609,0549,-20,0,0,,,,,,
2015,5,17,7,WN,872,N451WN,SMF,LAS,1020,1040,20,7,1047,80,77,66,397,1153,4,1140,1157,17,0,0,,0,0,0,17,0
2015,5,18,1,AA,1410,N4YJAA,DFW,ELP,1330,1329,-1,11,1340,107,92,79,551,1359,2,1417,1401,-16,0,0,,,,,,
2015,5,18,1,DL,1788,N365NB,MEM,ATL,1841,2038,117,12,2050,84,71,50,332,2240,9,2105,2249,104,0,0,,0,0,0,104,0
2015,5,18,1,EV,5816,N11544,DCA,EWR,2011,2145,94,,,79,,,199,,,2130,,,0,1,B,,,,,
2015,5,19,2,AA,118,N798AA,LAX,JFK,0700,0656,-4,14,0710,337,309,285,2475,1455,10,1537,1505,-32,0,0,,,,,,
2015,5,19,2,AS,857,N562AS,SAN,LIH,1035,1027,-8,16,1043,368,366,345,2676,1328,5,1343,1333,-10,0,0,,,,,,
2015,5,19,2,WN,339,N420WN,BUR,LAS,1550,1547,-3,10,1557,60,55,40,223,1637,5,1650,1642,-8,0,0,,,,,,
2015,5,2,6,DL,2526,N3743H,BZN,SLC,0620,0616,-4,12,0628,71,70,53,347,0721,5,0731,0726,-5,0,0,,,,,,
2015,5,2,6,US,862,N764US,DCA,MCO,0835,0910,35,18,0928,154,128,102,759,1110,8,1109,1118,9,0,0,,,,,,
2015,5,20,3,AA,114,N3JYAA,SNA,ORD,1115,1112,-3,14,1126,241,224,194,1726,1640,16,1716,1656,-20,0,0,,,,,,
2015,5,20,3,WN,235,N224WN,PHL,DEN,1805,1810,5,24,1834,270,264,234,1558,2028,6,2035,2034,-1,0,0,,,,,,
2015,5,21,4,AA,2197,N504AA,LBB,DFW,0825,0821,-4,21,0842,75,91,58,282,0940,12,0940,0952,12,0,0,,,,,,
2015,5,21,4,DL,2354,N965DL,JFK,ATL,0830,0827,-3,29,0856,167,146,113,760,1049,4,1117,1053,-24,0,0,,,,,,
2015,5,21,4,US,858,N711UW,JAX,CLT,0855,0848,-7,11,0859,88,82,57,328,0956,14,1023,1010,-13,0,0,,,,,,
2015,5,21,4,VX,12,N633VA,SFO,JFK,0700,0708,8,11,0719,345,303,284,2586,1503,8,1545,1511,-34,0,0,,,,,,
2015,5,22,5,AS,103,N435AS,SEA,ANC,1600,1638,38,14,1652,210,198,179,1448,1851,5,1830,1856,26,0,0,,26,0,0,0,0
2015,5,22,5,WN,538,N623SW,BDL,BWI,1200,1156,-4,12,1208,75,72,54,283,1302,6,1315,1308,-7,0,0,,,,,,
2015,5,23,6,MQ,3164,N513MQ,CID,DFW,1515,1623,68,12,1635,130,123,99,685,1814,12,1725,1826,61,0,0,,0,0,61,0,0
2015,5,23,6,WN,1901,N7701B,TPA,PIT,0730,0727,-3,12,0739,140,133,116,873,0935,5,0950,0940,-10,0,0,,,,,,
2015,5,24,7,NK,714,N635NK,MYR,PHL,0950,0938,-12,8,0946,93,84,71,473,1057,5,1123,1102,-21,0,0,,,,,,
2015,5,24,7,WN,1014,N716SW,MHT,MCO,0700,0652,-8,10,0702,190,176,147,1142,0929,19,1010,0948,-22,0,0,,,,,,
2015,5,24,7,WN,642,N8635F,LAS,DAL,1720,1719,-1,14,1733,155,152,132,1067,2145,6,2155,2151,-4,0,0,,,,,,
2015,5,25,1,DL,2529,N345NW,ATL,CLE,2155,0014,139,10,0024,105,98,71,554,0135,17,2340,0152,132,0,0,,0,0,0,0,132
2015,5,25,1,OO,4569,N8932C,SLC,BUR,0845,0835,-10,13,0848,125,116,99,574,0927,4,0950,0931,-19,0,0,,,,,,
2015,5,25,1,US,1882,N710UW,FLL,DCA,0700,0655,-5,12,0707,150,150,134,899,0921,4,0930,0925,-5,0,0,,,,,,
2015,5,25,1,WN,638,N604SW,MEM,MDW,1245,1250,5,8,1258,95,83,72,480,1410,3,1420,1413,-7,0,0,,,,,,
2015,5,26,2,MQ,3051,N697MQ,FNT,ORD,1914,1956,42,15,2011,76,75,44,223,1955,16,1930,2011,41,0,0,,9,0,0,32,0
2015,5,28,4,WN,230,N391SW,ABQ,SAN,0735,0730,-5,13,0743,110,106,90,628,0813,3,0825,0816,-9,0,0,,,,,,
2015,5,29,5,AA,1018,N466AA,DFW,BWI,1029,1040,11,24,1104,188,184,157,1217,1441,3,1437,1444,7,0,0,,,,,,
2015,5,29,5,DL,1546,N522US,ATL,PHX,0810,0809,-1,19,0828,240,233,211,1587,0859,3,0910,0902,-8,0,0,,,,,,
2015,5,29,5,EV,5807,N14977,CMH,EWR,2038,2028,-10,12,2040,111,99,76,463,2156,11,2229,2207,-22,0,0,,,,,,
2015,5,29,5,WN,124,N454WN,PDX,OAK,0815,0812,-3,8,0820,105,98,82,543,0942,8,1000,0950,-10,0,0,,,,,,
2015,5,3,7,EV,5482,N923EV,CRW,ATL,1640,1644,4,16,1700,81,74,54,363,1754,4,1801,1758,-3,0,0,,,,,,
2015,5,30,6,EV,4547,N16561,CVG,IAH,1119,1117,-2,9,1126,159,162,135,871,1241,18,1258,1259,1,0,0,,,,,,
2015,5,30,6,US,2036,N763US,CLT,SYR,1620,1622,2,22,1644,110,112,85,603,1809,5,1810,1814,4,0,0,,,,,,
2015,5,30,6,US,829,N711UW,BDL,CLT,0600,0554,-6,11,0605,125,102,86,644,0731,5,0805,0736,-29,0,0,,,,,,
2015,5,30,6,WN,1980,N922WN,DEN,STL,1840,1836,-4,10,1846,120,113,99,770,2125,4,2140,2129,-11,0,0,,,,,,
2015,5,30,6,WN,2743,N797MX,SNA,LAS,1450,1448,-2,7,1455,65,58,46,226,1541,5,1555,1546,-9,0,0,,,,,,
2015,5,30,6,WN,644,N730SW,MCO,STL,0615,0629,14,11,0640,145,134,119,882,0739,4,0740,0743,3,0,0,,,,,,
2015,5,31,7,DL,117,N309DE,ATL,BHM,1650,1723,33,18,1741,60,51,29,134,1710,4,1650,1714,24,0,0,,0,0,0,3,21
2015,5,31,7,UA,1128,N12109,DEN,HNL,1150,1148,-2,13,1201,455,449,432,3365,1513,4,1525,1517,-8,0,0,,,,,,
2015,5,4,1,B6,1472,N636JB,FLL,LGA,2006,1959,-7,18,2017,173,179,141,1076,2238,20,2259,2258,-1,0,0,,,,,,
2015,5,5,2,EV,4174,N13978,FNT,ORD,1030,1029,-1,6,1035,67,79,51,223,1026,22,1037,1048,11,0,0,,,,,,
2015,5,5,2,UA,670,N849UA,MSY,EWR,1156,1203,7,12,1215,182,173,155,1167,1550,6,1558,1556,-2,0,0,,,,,,
2015,5,6,3,AA,1317,N3HBAA,ORD,MIA,0725,0725,0,12,0737,192,173,155,1197,1112,6,1137,1118,-19,0,0,,,,,,
2015,5,7,4,WN,2503,N751SW,BNA,PHL,0945,0943,-2,6,0949,120,111,97,675,1226,8,1245,1234,-11,0,0,,,,,,
2015,5,8,5,DL,1923,N835DN,ATL,SFO,1430,1430,0,11,1441,318,280,264,2139,1605,5,1648,1610,-38,0,0,,,,,,
2015,5,8,5,DL,2204,N6713Y,LAX,SLC,1316,1321,5,23,1344,112,109,81,590,1605,5,1608,1610,2,0,0,,,,,,
2015,5,8,5,EV,6011,N14972,GRB,ORD,1100,1053,-7,7,1100,60,59,42,173,1142,10,1200,1152,-8,0,0,,,,,,
2015,5,8,5,OO,4568,N689CA,LAX,LAS,2145,2142,-3,16,2158,81,72,49,236,2247,7,2306,2254,-12,0,0,,,,,,
2015,5,8,5,US,673,N679AW,EWR,CLT,1725,1722,-3,17,1739,118,99,76,529,1855,6,1923,1901,-22,0,0,,,,,,
2015,5,8,5,WN,1073,N652SW,SAT,DAL,2055,2131,36,8,2139,60,60,45,248,2224,7,2155,2231,36,0,0,,0,0,0,36,0
2015,5,9,6,B6,188,N766JB,SFO,LAS,1825,1822,-3,12,1834,98,90,68,414,1942,10,2003,1952,-11,0,0,,,,,,
2015,5,9,6,DL,1267,N3768,ATL,DTW,1725,1721,-4,10,1731,121,118,102,594,1913,6,1926,1919,-7,0,0,,,,,,
2015,5,9,6,DL,754,N958DL,MSY,ATL,1215,1209,-6,9,1218,90,74,58,425,1416,7,1445,1423,-22,0,0,,,,,,
2015,5,9,6,MQ,3453,N632MQ,CVG,MIA,0605,0559,-6,14,0613,154,153,133,948,0826,6,0839,0832,-7,0,0,,,,,,
2015,6,1,1,F9,137,N923FR,DEN,SEA,0745,0745,0,11,0756,167,163,141,1024,0917,11,0932,0928,-4,0,0,,,,,,
2015,6,1,1,WN,332,N372SW,ATL,BWI,0830,0826,-4,20,0846,110,109,81,577,1007,8,1020,1015,-5,0,0,,,,,,
2015,6,10,3,DL,1419,N585NW,ATL,JFK,1750,1813,23,17,1830,160,135,98,760,2008,20,2030,2028,-2,0,0,,,,,,
2015,6,10,3,WN,805,N729SW,DEN,BUR,0815,0829,14,18,0847,145,155,133,850,1000,4,0940,1004,24,0,0,,10,0,12,2,0
2015,6,11,4,MQ,3591,N696MQ,DFW,HOU,0905,0902,-3,14,0916,76,71,46,247,1002,11,1021,1013,-8,0,0,,,,,,
2015,6,11,4,UA,1918,N69839,IAD,IAH,0545,0543,-2,11,0554,183,176,156,1190,0730,9,0748,0739,-9,0,0,,,,,,
2015,6,12,5,DL,765,N378NW,CVG,DTW,1549,1547,-2,28,1615,66,85,54,229,1709,3,1655,1712,17,0,0,,17,0,0,0,0
2015,6,12,5,EV,4731,N11536,ORD,ATW,1732,,,,,57,,,160,,,1829,,,0,1,B,,,,,
2015,6,12,5,US,1766,N114UW,FLL,CLT,1450,1446,-4,12,1458,129,112,94,632,1632,6,1659,1638,-21,0,0,,,,,,
2015,6,12,5,US,1972,N185UW,LAX,CLT,0600,0556,-4,19,0615,296,301,269,2125,1344,13,1356,1357,1,0,0,,,,,,
2015,6,13,6,B6,551,N657JB,TPA,SJU,2329,2324,-5,11,2335,167,162,148,1237,0203,3,0216,0206,-10,0,0,,,,,,
2015,6,13,6,B6,99,N524JB,BDL,DCA,0635,0627,-8,12,0639,85,68,53,313,0732,3,0800,0735,-25,0,0,,,,,,
2015,6,13,6,EV,4278,N11544,ICT,ORD,1057,1057,0,23,1120,115,124,88,588,1248,13,1252,1301,9,0,0,,,,,,
2015,6,13,6,EV,4293,N14991,CLE,IAH,0845,0835,-10,17,0852,183,199,171,1091,1043,11,1048,1054,6,0,0,,,,,,
2015,6,14,7,B6,767,N630JB,MCO,PSE,2329,2329,0,16,2345,169,177,154,1179,0219,7,0218,0226,8,0,0,,,,,,
2015,6,15,1,US,495,N584UW,PHX,LAX,1010,1003,-7,16,1019,94,82,59,370,1118,7,1144,1125,-19,0,0,,,,,,
2015,6,15,1,US,768,N563UW,MCO,PHL,1410,1403,-7,28,1431,152,157,124,861,1635,5,1642,1640,-2,0,0,,,,,,
2015,6,15,1,WN,622,N250WN,DEN,SNA,1140,1149,9,10,1159,140,128,114,846,1253,4,1300,1257,-3,0,0,,,,,,
2015,6,16,2,AA,2211,N3EXAA,DFW,SNA,2030,2134,64,11,2145,191,189,174,1205,2239,4,2141,2243,62,0,0,,0,0,59,3,0
2015,6,16,2,B6,1790,N348JB,DCA,BOS,0600,0553,-7,18,0611,86,80,57,399,0708,5,0726,0713,-13,0,0,,,,,,
2015,6,16,2,DL,1865,N922DL,MIA,ATL,1245,1245,0,21,1306,124,107,81,594,1427,5,1449,1432,-17,0,0,,,,,,
2015,6,16,2,DL,2511,N804DN,SLC,ANC,2019,2013,-6,16,2029,291,282,261,2125,2250,5,2310,2255,-15,0,0,,,,,,
2015,6,16,2,UA,1164,,ATL,IAH,0630,,,,,131,,,689,,,0741,,,0,1,B,,,,,
2015,6,16,2,UA,518,N425UA,PDX,IAH,2359,2359,0,10,0009,247,243,223,1825,0552,10,0606,0602,-4,0,0,,,,,,
2015,6,16,2,UA,568,N418UA,SFO,EWR,0600,0554,-6,20,0614,340,316,289,2565,1403,7,1440,1410,-30,0,0,,,,,,
2015,6,17,3,EV,2670,N677AE,SPI,DFW,1420,1947,327,17,2004,119,167,106,630,2150,44,1619,2234,375,0,0,,48,0,91,236,0
2015,6,17,3,F9,735,N941FR,CVG,DEN,1015,1319,184,10,1329,175,178,157,1069,1406,11,1110,1417,187,0,0,,11,0,0,176,0
2015,6,17,3,MQ,3033,N932MQ,ALO,ORD,0615,0614,-1,10,0624,77,65,46,234,0710,9,0732,0719,-13,0,0,,,,,,
2015,6,17,3,WN,283,N384SW,PVD,BWI,1420,1430,10,12,1442,80,73,57,327,1539,4,1540,1543,3,0,0,,,,,,
2015,6,17,3,WN,3500,N252WN,SAN,TUS,1810,1836,26,10,1846,70,67,54,368,1940,3,1920,1943,23,0,0,,0,0,0,23,0
2015,6,18,4,AA,1032,N597AA,SAT,DFW,0500,0902,242,9,0911,68,61,42,247,0953,10,0608,1003,235,0,0,,0,0,235,0,0
2015,6,18,4,DL,1598,N892AT,GRR,DTW,0600,0558,-2,11,0609,51,49,30,120,0639,8,0651,0647,-4,0,0,,,,,,
2015,6,18,4,EV,5140,N606LR,ATL,PHF,0943,0946,3,18,1004,102,95,74,508,1118,3,1125,1121,-4,0,0,,,,,,
2015,6,18,4,OO,3456,N227AG,PDX,BUR,0640,0637,-3,13,0650,131,130,113,817,0843,4,0851,0847,-4,0,0,,,,,,
2015,6,18,4,OO,5234,N917SW,GJT,DEN,1701,1654,-7,11,1705,67,67,48,212,1753,8,1808,1801,-7,0,0,,,,,,
2015,6,19,5,B6,72,N527JB,SLC,JFK,2238,0058,140,12,0110,262,245,230,1990,0700,3,0500,0703,123,0,0,,0,0,20,103,0
2015,6,19,5,UA,1951,N26210,ORD,CLE,1534,1625,51,27,1652,74,80,46,315,1838,7,1748,1845,57,0,0,,6,0,21,30,0
2015,6,19,5,UA,693,N439UA,IAH,LGA,1300,1405,65,15,1420,220,231,210,1416,1850,6,1740,1856,76,0,0,,11,0,27,38,0
2015,6,19,5,WN,4034,N8639B,PHX,DAL,0715,0712,-3,12,0724,150,133,118,879,1122,3,1145,1125,-20,0,0,,,,,,
2015,6,2,2,MQ,3372,N696MQ,DFW,BPT,0905,0902,-3,17,0919,76,65,46,270,1005,2,1021,1007,-14,0,0,,,,,,
2015,6,2,2,US,523,N829AW,PHX,RNO,1645,1638,-7,13,1651,106,110,92,601,1823,5,1831,1828,-3,0,0,,,,,,
2015,6,20,6,DL,2197,N954DL,CMH,ATL,0600,0554,-6,14,0608,90,85,67,447,0715,4,0730,0719,-11,0,0,,,,,,
2015,6,20,6,WN,3281,N244WN,MSY,SAN,1505,1504,-1,5,1509,225,207,199,1599,1628,3,1650,1631,-19,0,0,,,,,,
2015,6,21,7,AA,2200,N3AGAA,DFW,FLL,2000,1955,-5,10,2005,176,160,145,1119,2330,5,2356,2335,-21,0,0,,,,,,
2015,6,21,7,AA,2484,N3HNAA,DFW,SEA,2200,2200,0,14,2214,254,253,230,1660,0004,9,0014,0013,-1,0,0,,,,,,
2015,6,21,7,DL,1567,N954DL,AVL,ATL,0700,0652,-8,17,0709,60,53,30,164,0739,6,0800,0745,-15,0,0,,,,,,
2015,6,21,7,DL,1796,N3739P,SLC,JFK,1709,1707,-2,21,1728,278,270,227,1990,2315,22,2347,2337,-10,0,0,,,,,,
2015,6,21,7,MQ,3097,N604MQ,DFW,ROW,2150,2156,6,10,2206,91,76,62,435,2208,4,2221,2212,-9,0,0,,,,,,
2015,6,21,7,UA,1463,N68821,IAH,SEA,1150,1255,65,21,1316,279,266,236,1874,1512,9,1429,1521,52,0,0,,0,0,0,52,0
2015,6,21,7,WN,699,N403WN,SAN,SMF,1145,1156,11,10,1206,90,85,70,480,1316,5,1315,1321,6,0,0,,,,,,
2015,6,22,1,AA,323,N482AA,STL,DFW,0925,0922,-3,14,0936,110,104,79,550,1055,11,1115,1106,-9,0,0,,,,,,
2015,6,22,1,AS,798,N584AS,SAN,BOS,0845,0841,-4,13,0854,343,354,330,2588,1724,11,1728,1735,7,0,0,,,,,,
2015,6,22,1,WN,43,N526SW,LIT,DAL,1505,1500,-5,9,1509,60,62,47,296,1556,6,1605,1602,-3,0,0,,,,,,
2015,6,23,2,EV,4092,N26545,MEM,EWR,1353,1849,296,32,1921,163,183,136,946,2237,15,1736,2252,316,0,0,,301,0,15,0,0
2015,6,23,2,EV,4941,N724EV,ORF,DTW,1105,1058,-7,12,1110,111,103,82,529,1232,9,1256,1241,-15,0,0,,,,,,
2015,6,23,2,OO,4689,N809SK,MCI,MSP,1210,1210,0,9,1219,83,74,57,393,1316,8,1333,1324,-9,0,0,,,,,,
2015,6,23,2,US,1902,N714US,MCO,DCA,0655,0647,-8,16,0703,126,134,108,759,0851,10,0901,0901,0,0,0,,,,,,
2015,6,23,2,US,577,N566UW,LAS,CLT,1130,1137,7,9,1146,263,271,241,1916,1847,21,1853,1908,15,0,0,,8,0,7,0,0
2015,6,23,2,WN,166,N369SW,BNA,PHL,1330,1348,18,11,1359,115,113,95,675,1634,7,1625,1641,16,0,0,,12,0,0,4,0
2015,6,23,2,WN,857,N389SW,BNA,AUS,0800,0752,-8,14,0806,120,123,104,756,0950,5,1000,0955,-5,0,0,,,,,,
2015,6,24,3,AA,1231,N4XYAA,SJC,DFW,0830,0827,-3,16,0843,215,210,186,1438,1349,8,1405,1357,-8,0,0,,,,,,
2015,6,24,3,DL,2388,N368NW,JFK,DEN,1830,1841,11,31,1912,287,274,235,1626,2107,8,2117,2115,-2,0,0,,,,,,
2015,6,24,3,UA,1912,N57863,IAH,SFO,0907,0913,6,25,0938,244,236,204,1635,1102,7,1111,1109,-2,0,0,,,,,,
2015,6,24,3,WN,178,N396SW,ELP,PHX,2125,2155,30,15,2210,75,76,56,347,2206,5,2140,2211,31,0,0,,1,0,1,29,0
2015,6,25,4,DL,776,N983DL,ATL,SRQ,2217,2224,7,12,2236,93,77,62,444,2338,3,2350,2341,-9,0,0,,,,,,
2015,6,25,4,VX,222,N835VA,SFO,AUS,1715,1711,-4,11,1722,210,208,191,1504,2233,6,2245,2239,-6,0,0,,,,,,
2015,6,25,4,WN,598,N387SW,LAX,DEN,1625,1638,13,11,1649,140,,,862,2137,7,1945,2144,,1,0,,,,,,
2015,6,26,5,B6,1534,N566JB,TPA,BDL,1452,1452,0,10,1502,171,164,148,1111,1730,6,1743,1736,-7,0,0,,,,,,
2015,6,26,5,DL,1978,N985DL,ATL,RIC,2211,2236,25,14,2250,97,86,65,481,2355,7,2348,0002,14,0,0,,,,,,
2015,6,26,5,OO,5388,N939SW,ORD,MKE,1910,1952,42,43,2035,52,73,17,67,2052,13,2002,2105,63,0,0,,21,0,0,42,0
2015,6,26,5,WN,523,N762SW,MSY,BNA,1345,1407,22,4,1411,85,76,65,471,1516,7,1510,1523,13,0,0,,,,,,
2015,6,27,6,B6,1563,N580JB,ORD,SJU,0900,0903,3,17,0920,289,280,259,2072,1439,4,1449,1443,-6,0,0,,,,,,
2015,6,28,7,B6,954,N708JB,SJU,FLL,0610,0604,-6,12,0616,157,153,135,1046,0831,6,0847,0837,-10,0,0,,,,,,
2015,6,28,7,DL,1443,N941DN,IAH,ATL,1108,1348,160,11,1359,129,114,90,689,1629,13,1417,1642,145,0,0,,0,0,145,0,0
2015,6,29,1,AS,467,N477AS,LAX,SEA,1540,1539,-1,19,1558,154,146,121,954,1759,6,1814,1805,-9,0,0,,,,,,
2015,6,29,1,EV,3924,N11194,MFE,IAH,0525,0515,-10,13,0528,74,69,47,316,0615,9,0639,0624,-15,0,0,,,,,,
2015,6,29,1,OO,5561,N479CA,DEN,FAR,1002,1000,-2,29,1029,114,132,97,627,1306,6,1256,1312,16,0,0,,16,0,0,0,0
2015,6,29,1,WN,1712,N233LV,SAN,PDX,0910,0906,-4,12,0918,145,127,112,933,1110,3,1135,1113,-22,0,0,,,,,,
2015,6,29,1,WN,247,N422WN,STL,DEN,0600,0733,93,13,0746,135,127,107,770,0833,7,0715,0840,85,0,0,,0,0,85,0,0
2015,6,29,1,WN,2861,N345SA,JAX,ATL,1920,1927,7,15,1942,65,66,43,270,2025,8,2025,2033,8,0,0,,,,,,
2015,6,3,3,AA,1327,N018AA,MEM,DFW,0945,0941,-4,14,0955,99,85,65,431,1100,6,1124,1106,-18,0,0,,,,,,
2015,6,3,3,DL,794,N366NW,MSP,SLC,0900,0859,-1,11,0910,169,165,149,991,1039,5,1049,1044,-5,0,0,,,,,,
2015,6,3,3,MQ,3402,N619MQ,ORD,PIA,2030,2024,-6,15,2039,65,47,27,130,2106,5,2135,2111,-24,0,0,,,,,,
2015,6,30,2,B6,1038,N358JB,AUS,BOS,1835,1846,11,18,1904,235,250,227,1698,2351,5,2330,2356,26,0,0,,15,0,11,0,0
2015,6,30,2,DL,1692,N129DL,ATL,SAN,0810,0809,-1,17,0826,263,240,218,1892,0904,5,0933,0909,-24,0,0,,,,,,
2015,6,30,2,NK,727,N534NK,LBE,FLL,1130,1229,59,11,1240,161,161,143,980,1503,7,1411,1510,59,0,0,,55,0,4,0,0
2015,6,30,2,UA,1247,N18220,LAX,SFO,2003,2221,138,21,2242,87,89,62,337,2344,6,2130,2350,140,0,0,,2,0,12,126,0
2015,6,30,2,WN,1712,N7816B,OAK,SAN,0705,0659,-6,9,0708,90,86,74,446,0822,3,0835,0825,-10,0,0,,,,,,
